schemaVersion,recordType,content.rank,content.title,content.authors,content.paper_url,content.pdf_url,content.github_url,content.github_stars,content.huggingface_url,content.huggingface_upvotes,content.source_platform,content.has_code,content.impact_score,content.published_date,collectedAt
1.0,RESEARCH_PAPER,30,VBVR-Pro: A Scalable and Verifiable Suite for Native Visual Reasoning,"Junxiang Xu, Ruisi Wang, Fanyi Pu, Maijunxian Wang, Ran Ji, Tongxi Zhou, Chenyang Gu, Jing Zuo, Hongcan Xiao, Yimeng Geng, Wanqi Yin, Wei Chen, Oscar Qian, Zhengan Yan, Ziqi Huang, Haiwen Diao, Liang Pan, Bo Li, Xiangyu Fan, Dezhi Luo, Fengyuan Yu, Zehong Zhao, Qingying Gao, Tinghui Zhu, Yilan Zhang, Jingqi Tong, Pinyuan Feng, Zhengze Jiang, Letian Wang, Ziyu Guo, Renrui Zhang, Jieneng Chen, Sonia Joseph, Constantin Venhoff, Saman Motamed, Mengyue Yang, Chandra Sripada, Alan Yuille, Philip Torr, Lvmin Zhang, Vikash Kumar, Daniel Khashabi, Nikolaus Kriegeskorte, Raphaël Millière, Vincent C. Müller, Anyi Rao, Quan Wang, Ziwei Liu, Dahua Lin, Lei Yang, Hokin Deng, Zhongang Cai",https://arxiv.org/abs/2608.26105,https://arxiv.org/pdf/2608.26105.pdf,https://github.com/Video-Reason/VBVR-Pro,30,https://huggingface.co/papers/2608.26105,270,Hugging Face Daily Papers,True,6780.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:25.460310+00:00
1.0,RESEARCH_PAPER,31,Beyond Data Scaling: Representation-Centric Continued Pre-training for Vision-Language-Action Models,"Senqiao Yang, Chengyao Wang, Yuxin Chen, Zixuan Wang, Longxiang Tang, Haokun Gui, Jinhui Ye, Changsheng Lu, Xiaoyang Wu, Mingkang Zhu, Pengguang Chen, Shu Liu, Zhuotao Tian, Hengshuang Zhao, Bei Yu, Jiaya Jia",https://arxiv.org/abs/2608.27550,https://arxiv.org/pdf/2608.27550.pdf,https://github.com/starVLA/starVLA,3641,https://huggingface.co/papers/2608.27550,95,Hugging Face Daily Papers,True,6016.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:23.796712+00:00
1.0,RESEARCH_PAPER,32,VoiceMem: Streaming Dual-Brain Memory for Real-Time Interaction,"Zhifei Xie, Jiaqi Lang, Ze An, Yifan Zhao, Dongchao Yang, Kai Li, Ziyang Ma, Mingbao Lin, Chunyan Miao, Shuicheng Yan",https://arxiv.org/abs/2608.26005,https://arxiv.org/pdf/2608.26005.pdf,https://github.com/xzf-thu/VoiceMem,1389,https://huggingface.co/papers/2608.26005,179,Hugging Face Daily Papers,True,5864.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:25.460339+00:00
1.0,RESEARCH_PAPER,33,AuK Technical Report: An Open-Source Foundational Model for Speech Generation and Editing,"Ziyang Ma, Zhikang Niu, Wenming Tu, Tianrui Wang, Ruiqi Yan, Junxi Liu, Yanru Huo, Nickk Huang, Yang Liu, Qicong Xie, Zeyu Xie, Hui Wang, Haitao Li, Zixuan Jiang, Yalin Li, Jie Fang, Yifan Duan, Zeyue Tian, Guangzheng Li, Haina Zhu, Shuyi Wang, Jinwen Wang, Mingyu Cui, Tian Tan, Auden, Sen Liang, Steve Yves, Shan Yang, Liefeng Bo, Zilong Zheng, Kai Yu, Eng-Siong Chng, Xie Chen",https://arxiv.org/abs/2609.08936,https://arxiv.org/pdf/2609.08936.pdf,https://github.com/Tencent-Hunyuan/AuK,509,https://huggingface.co/papers/2609.08936,210,Hugging Face Daily Papers,True,5759.0,2026-09-08T00:00:00.000Z,2026-09-12T07:57:12.332172+00:00
1.0,RESEARCH_PAPER,34,Dr. Claw: An AI Scientist Workspace for Vibe Research,"Dingjie Song, Hanrong Zhang, Dawei Liu, Yixin Liu, Zongxia Li, Zhengqing Yuan, Siqi Zhang, Henry Peng Zou, Zhiling Yan, Yuxuan Zhang, Yanfang Ye, Philip S. Yu, Lichao Sun",https://arxiv.org/abs/2609.00365,https://arxiv.org/pdf/2609.00365.pdf,https://github.com/OpenLAIR/dr-claw,1094,https://huggingface.co/papers/2609.00365,175,Hugging Face Daily Papers,True,5469.0,2026-08-31T00:00:00.000Z,2026-09-12T07:57:20.250650+00:00
1.0,RESEARCH_PAPER,35,GigaBrain-0.7: Scaling Embodied Foundation Models to Emergent Capabilities with a Three-System Architecture,"GigaBrain Team, Angen Ye, Axiang Sun, Can Jin, Chenxi Cheng, Chong Shi, Dengke Shang, Dingqian Zhang, Guan Huang, Guangqiang Wang, Guangqing Ding, Guo Li, Hangcong Li, Hengyu Zhong, Hongtao Lu, Jianbo Qin, Jiming Mao, Jing Zhu, Jindi Lv, Jingzhi Cui, Junjie Xie, Junyi Bao, Kai Liu, Lei Yuan, Limin Long, Lv Feng, Mingming Yu, Peng Li, Pengfei Yi, Qi Li, Qianli Zhang, Qingfang Li, Qitang Hu, Rui Zhang, Shaoyan Sun, Shibo Sun, Shiying Duan, Tenghui Chen, Tianze Liu, Weijie Ke, Wenyao Xue, Xiaofeng Wang, Xiaoyu Tian, Xinyu Liu, Xinze Chen, Yang Wang, Yankai Wang, Yejun Zeng, Yifan Li, Yifei Nie, Yilong Li, Yilong Liu, Yongchao Feng, Yumeng Wang, Yun Ye, Zhichao Liu, Ziheng He, Zonghai Yang, Zheng Zhu",https://arxiv.org/abs/2608.15875,https://arxiv.org/pdf/2608.15875.pdf,https://github.com/open-gigaai/giga-brain-0,2644,https://huggingface.co/papers/2608.15875,103,Hugging Face Daily Papers,True,5219.0,2026-08-16T00:00:00.000Z,2026-09-12T07:57:26.049935+00:00
1.0,RESEARCH_PAPER,36,Zetta ζ: An Efficient Closed-Loop Embodied Harness for Self-Evolving Physical Intelligence,"Xin Ding, Liang Mi, Mingzhe Huang, Zixuan Wang, Chao Zhang, Zixu Hao, Fu Chen, Xiangyu Li, Yikai Zheng, Yaoyu Guo, Weijun Wang, Kun Li, Hao Wu, Yunxin Liu, Ting Cao",https://arxiv.org/abs/2608.16590,https://arxiv.org/pdf/2608.16590.pdf,https://github.com/air-embodied-brain/Zetta-Embodiment,1017,https://huggingface.co/papers/2608.16590,150,Hugging Face Daily Papers,True,4767.0,2026-08-17T00:00:00.000Z,2026-09-12T07:57:28.966481+00:00
1.0,RESEARCH_PAPER,37,Random Attention: Rethinking KV Cache Eviction for Efficient Reasoning,"Heng Wang, Jielin Qiu, Wenting Zhao, Cheng Qian, Liangwei Yang, Jiawei Han, Heng Ji, Silvio Savarese, Shelby Heinecke, Huan Wang",https://arxiv.org/abs/2609.03430,https://arxiv.org/pdf/2609.03430.pdf,https://github.com/SalesforceAIResearch/Random-Attention,58,https://huggingface.co/papers/2609.03430,178,Hugging Face Daily Papers,True,4508.0,2026-09-03T00:00:00.000Z,2026-09-12T07:57:21.337650+00:00
1.0,RESEARCH_PAPER,38,VGI-Bench: Probing Visual Intelligence in Video Generation Models,"Xuan He, Cong Wei, Yuhao Cheng, Linrui Ma, Yuxuan Zhang, Zuojun Li, Yuhao Wen, Jize Jiang, Zeyi Liu, Yuren Hao, Songcheng Cai, Keming Wu, Penghui Du, Kai Zou, Rui Yang, Chenkai Sun, Ke Yang, Ping Nie, Kelsey R Allen, Chenglong Wang, Michel Galley, Jianfeng Gao, ChengXiang Zhai",https://arxiv.org/abs/2608.19583,https://arxiv.org/pdf/2608.19583.pdf,https://github.com/hexuan21/VGI-Bench,12,https://huggingface.co/papers/2608.19583,179,Hugging Face Daily Papers,True,4487.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:25.460355+00:00
1.0,RESEARCH_PAPER,39,"AutoResearch: Insight In, Hallucination Out","Yiming Ren, Xiang Liu, Qumeng Sun, Xiao Zhang, Jiahao Li, Haoyang Zhang, Junjie Wang",https://arxiv.org/abs/2608.17906,https://arxiv.org/pdf/2608.17906.pdf,https://github.com/EvoMap/AutoResearch,3760,https://huggingface.co/papers/2608.17906,22,Hugging Face Daily Papers,True,4310.0,2026-08-23T00:00:00.000Z,2026-09-12T07:57:26.676442+00:00
1.0,RESEARCH_PAPER,40,Demystifying Agent Skills: Why They Work-Until They Don't,"Zhiyuan Jiang, Fangrui Huang, Hanwen Xing, Xander Wu, Yipeng Gao, Rui Cao, Mengdi Wang, Shilong Liu, Yijiang Li",https://arxiv.org/abs/2608.14036,https://arxiv.org/pdf/2608.14036.pdf,https://github.com/zhiyuanjiang04/demystify-agent-skills,10,https://huggingface.co/papers/2608.14036,170,Hugging Face Daily Papers,True,4260.0,2026-08-14T00:00:00.000Z,2026-09-12T07:57:29.577034+00:00
1.0,RESEARCH_PAPER,41,SolarWM: Open Data and Scalable Training for Long-Horizon Video World Models,"Junchao Huang, Guian Fang, Shengju Qian, Xianghao Kong, Zhuoran Zhao, Wei Huang, Yihua Du, Zixin Zhang, Justin Cui, Yuchao Gu, Yukang Chen, Xinting Hu, Tianyu He, Shaoshuai Shi, Zhuotao Tian, Xin Wang, Mike Zheng Shou, Li Jiang",https://arxiv.org/abs/2609.02886,https://arxiv.org/pdf/2609.02886.pdf,https://github.com/Junchao-cs/SolarWM,556,https://huggingface.co/papers/2609.02886,147,Hugging Face Daily Papers,True,4231.0,2026-09-02T00:00:00.000Z,2026-09-12T07:57:21.962687+00:00
1.0,RESEARCH_PAPER,42,Miles v0.1: Production-Level Post-Training,"RadixArk, Tom Chen, Mao Cheng, Shi Dong, Kangrui Du, Yanbin Jiang, Jiajun Li, Yiming Li, Tao Lin, Yusheng Su, Andy Ye, Yueming Yuan, Zhichen Zeng",https://arxiv.org/abs/2609.08368,https://arxiv.org/pdf/2609.08368.pdf,https://github.com/radixark/miles,2809,https://huggingface.co/papers/2609.08368,52,Hugging Face Daily Papers,True,4109.0,2026-09-08T00:00:00.000Z,2026-09-12T07:57:12.332234+00:00
1.0,RESEARCH_PAPER,43,SemComp-Bench: Benchmarking Semantic Task Completion in Video Generation,"Keyu Tu, Zhuowei Chen, Mengqi Huang, Yuxin Wang, Jiahao Zhu, Zhendong Mao, Yongdong Zhang",https://arxiv.org/abs/2608.17426,https://arxiv.org/pdf/2608.17426.pdf,https://github.com/Kelly372/SemComp-Bench,14,https://huggingface.co/papers/2608.17426,159,Hugging Face Daily Papers,True,3989.0,2026-08-18T00:00:00.000Z,2026-09-12T07:57:28.966455+00:00
1.0,RESEARCH_PAPER,44,Does On-Policy Distillation Really Distill? From Noisy Teacher to Self-Improvement,"Yi Ding, Ruqi Zhang",https://arxiv.org/abs/2608.31046,https://arxiv.org/pdf/2608.31046.pdf,https://github.com/DripNowhy/On-Policy-Self-Adaptation,48,https://huggingface.co/papers/2608.31046,151,Hugging Face Daily Papers,True,3823.0,2026-08-31T00:00:00.000Z,2026-09-12T07:57:23.196998+00:00
1.0,RESEARCH_PAPER,45,Show-Harness: Just a VLM Agent Can Play Robots,"Yanzhe Chen, Zechen Bai, Zhijun Cao, Wenzheng Zeng, Kevin Qinghong Lin, Yiqi Lin, Guoqiang Liang, Kevin Yuchen Ma, Qiming Huang, Mike Zheng Shou",https://arxiv.org/abs/2609.10522,https://arxiv.org/pdf/2609.10522.pdf,https://github.com/showlab/Show-Harness,264,https://huggingface.co/papers/2609.10522,136,Hugging Face Daily Papers,True,3664.0,2026-09-09T00:00:00.000Z,2026-09-12T07:57:11.679593+00:00
1.0,RESEARCH_PAPER,46,PAWBench: How Far Are We from Probabilistically Aligned World Modeling?,"Yuandong Pu, Le Zhuo, Sayak Paul, Gabriel Jorge Menezes, Avram Đorđević, Shiyang Li, Yifan Zhou, Bin Fu, Wenlong Zhang, Junjun He, Yu Qiao, Yihao Liu, Jingbo Xing, Xi Chen",https://arxiv.org/abs/2608.27345,https://arxiv.org/pdf/2608.27345.pdf,https://github.com/Andrew0613/PAWBench,6,https://huggingface.co/papers/2608.27345,146,Hugging Face Daily Papers,True,3656.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:24.840133+00:00
